TRAVEL_ID,TRAVELER_ID,TRAVEL_PURPOSE
e_e009550,e009550,2;22;7;6;9;12;26;4;1;21
e_e009556,e009556,1;21;3
e_e009566,e009566,1;22;2
e_e009567,e009567,1;22;24;26;4
e_e009572,e009572,1;22;26;4
e_e009575,e009575,1;4;26;22;6;9
e_e009590,e009590,1;13;2;26
e_e009592,e009592,1;22;24;21;26;27
e_e009593,e009593,1;22;2;3;4;10;7;24;21;13;12;6
e_e009601,e009601,1;10;2;21;22
e_e009622,e009622,2;22;24
e_e009627,e009627,1;22;24;3;4
e_e009629,e009629,1;3;6
e_e009632,e009632,1;24;27;6;2;26;27;28
e_e009634,e009634,2;22;3;4;6
e_e009636,e009636,2
e_e009655,e009655,6
e_e009660,e009660,22;3;5;6;9
e_e009675,e009675,1;2;4;6;7
e_e009684,e009684,22;4;6;7
e_e009686,e009686,1;4;7
e_e009694,e009694,22;6
e_e009695,e009695,22;6
e_e009700,e009700,1;2;22;5
e_e009702,e009702,1;2;22;26;4
e_e009738,e009738,1;6
e_e009740,e009740,1;2;4;5;7;24;21;22;23;26;11
e_e009752,e009752,2;22;25;3;7
e_e009757,e009757,13;22;24;28;4
e_e009762,e009762,1;3
e_e009770,e009770,1;22;26;4
e_e009771,e009771,3;6
e_e009772,e009772,1;22;28
e_e009800,e009800,1;2;22;24;3
e_e009806,e009806,21;22;24;26;4
e_e009814,e009814,1;2;22;24;6
e_e009836,e009836,1;13;22;26;4
e_e009841,e009841,22;11;1
e_e009845,e009845,22;27;4;5
e_e009857,e009857,1;22;6;7
e_e009858,e009858,21;22;3;4;5
e_e009876,e009876,27
e_e009895,e009895,2;27;5;8;9
e_e009909,e009909,1;4;3;12;9;22;24;26
e_e009910,e009910,21;22;3
e_e009925,e009925,1;26;4;5;6
e_e009940,e009940,27;3;4;6;8
e_e009943,e009943,2;22
e_e009951,e009951,1;3;6;12
e_e009957,e009957,2
e_e009968,e009968,1;4;2;22;24
e_e010014,e010014,1;21;22;4;6
e_e010017,e010017,1;22;26;4;9
e_e010028,e010028,1;4;7;9
e_e010037,e010037,2
e_e010043,e010043,10;2;22;5;7
e_e010049,e010049,24;9;3;4;11;22
e_e010055,e010055,1;2;22;4;6
e_e010064,e010064,1;22;4;6
e_e010076,e010076,2;21;22;1;27
e_e010097,e010097,12;2;24
e_e010106,e010106,1;2;22;4;5
e_e010125,e010125,11;2;6
e_e010129,e010129,22;3
e_e010150,e010150,1;21;22;24;6
e_e010160,e010160,4;22;26;1
e_e010164,e010164,1;21;22;4;6
e_e010174,e010174,1;2;22;9
e_e010198,e010198,1;5;21
e_e010199,e010199,13;26;28
e_e010200,e010200,1;21;22;23;3
e_e010205,e010205,22;21;25;24
e_e010220,e010220,1;4;6;9;22
e_e010221,e010221,10;13;2
e_e010222,e010222,22;3;6
e_e010230,e010230,1;22
e_e010231,e010231,2;22
e_e010233,e010233,11;6;7
e_e010237,e010237,5;12;6
e_e010238,e010238,22;3;5
e_e010240,e010240,4;9;22;24;27;1
e_e010243,e010243,13;3;4
e_e010247,e010247,11;2;3;6
e_e010248,e010248,6;21;2
e_e010249,e010249,2;22;3;6;9
e_e010252,e010252,1;3
e_e010254,e010254,6;26;27;2
e_e010255,e010255,22;24;4;6
e_e010256,e010256,21;27;3;7
e_e010259,e010259,10;22;7
e_e010261,e010261,2;21;4;6
e_e010263,e010263,2;7
e_e010268,e010268,3;11;22;26;5
e_e010270,e010270,1;22;24;26
e_e010271,e010271,2;22
e_e010272,e010272,11;26;4
e_e010274,e010274,2;22;26;4
e_e010277,e010277,5;10;1;21
e_e010281,e010281,4;1;5;22;12;21;10;10
e_e010302,e010302,22;6;9
e_e010313,e010313,11;21;22;4;7
e_e010316,e010316,4;22;24;26
e_e010322,e010322,10;21;24
e_e010325,e010325,1;1;1;1;1;1;1;1;22;26;22;24;22;26;26;1
e_e010336,e010336,10;4;5;7
e_e010343,e010343,12;2;22;27
e_e010355,e010355,5
e_e010365,e010365,2;5;7
e_e010366,e010366,1;22
e_e010370,e010370,2;5
e_e010371,e010371,3;2;6;9;22;11
e_e010372,e010372,10;1;4;26;22
e_e010375,e010375,1;22;24;3;4
e_e010377,e010377,2;22;10
e_e010386,e010386,22;24;27
e_e010387,e010387,1;2;3;4;6
e_e010390,e010390,22;4;1
e_e010404,e010404,21;26;22
e_e010415,e010415,11;21;22;24;4
e_e010434,e010434,12;2;22;3;6
e_e010442,e010442,1;10;22
e_e010462,e010462,1;2;6
e_e010492,e010492,9;4;6;22;3;1
e_e010517,e010517,1;2;4;12
e_e010522,e010522,1;22;24;25
e_e010531,e010531,11;21;4;6;9
e_e010539,e010539,22;6;9
e_e010553,e010553,1;2;4;22
e_e010560,e010560,4;6
e_e010578,e010578,2
e_e010598,e010598,1;1;6;26;22;21;1
e_e010608,e010608,1;3;4;22;24;12;1
e_e010636,e010636,21;27;4
e_e010659,e010659,1;2
e_e010660,e010660,1;21;22;27
e_e010673,e010673,1;2;27
e_e010678,e010678,2;4;5;9
e_e010683,e010683,1;9;4
e_e010689,e010689,1;4;5;6;7
e_e010700,e010700,1;22;24
e_e010712,e010712,1;3
e_e010713,e010713,1;22;7
e_e010715,e010715,2;22;5
e_e010716,e010716,24;22;21;11;26
e_e010720,e010720,3;4;2;1
e_e010722,e010722,1;22;26
e_e010724,e010724,1;22;24;4
e_e010729,e010729,1;21;22
e_e010734,e010734,1;3;6;22;21;27
e_e010735,e010735,1;26
e_e010736,e010736,27;3
e_e010740,e010740,1;6;22;26;4;24
e_e010741,e010741,22;26;6
e_e010744,e010744,2;3;21;28
e_e010747,e010747,22;24;27;28
e_e010753,e010753,24;26;27;5;8
e_e010755,e010755,1;2;4;6
e_e010759,e010759,22;24;4
e_e010763,e010763,2;6
e_e010765,e010765,3;6;2
e_e010766,e010766,2;4
e_e010769,e010769,11;21;3;4;6
e_e010773,e010773,22;4;6
e_e010775,e010775,1;4;6;7;9;11;22;24;26
e_e010779,e010779,1;22;4;6;7
e_e010782,e010782,1;2;21;22;24
e_e010798,e010798,22;3;1
e_e010803,e010803,1;21;22;4;6
e_e010812,e010812,1;21;22;24;4
e_e010814,e010814,1;2;22;7;8
e_e010838,e010838,1;27;10;21
e_e010843,e010843,1;22;26;7;6
e_e010850,e010850,2;22
e_e010852,e010852,22;5
e_e010863,e010863,9
e_e010868,e010868,13;22;26;4
e_e010884,e010884,22;6
e_e010893,e010893,1;2
e_e010900,e010900,1;10;2;22;5
e_e010915,e010915,1;2;6;26;22;23;4
e_e010921,e010921,1;2;4;5;6
e_e010926,e010926,13;2;22
e_e010935,e010935,2;22;26
e_e010937,e010937,11;21;22;24;6
e_e010939,e010939,2;22
e_e010948,e010948,2
e_e010955,e010955,22;24;26
e_e010969,e010969,1;21;22;24;26
e_e010978,e010978,1;12;13;3;6
e_e010979,e010979,27;8
e_e010984,e010984,1;22;26;4;7
e_e010990,e010990,3
e_e010991,e010991,4;5;24;28;22;26
e_e011007,e011007,22;26;28
e_e011029,e011029,1;24
e_e011037,e011037,1;22;6
e_e011039,e011039,2;22;24;26;6
e_e011046,e011046,4
e_e011054,e011054,2;5
e_e011058,e011058,2;22;26;6
e_e011062,e011062,6
e_e011070,e011070,1;22;24;26
e_e011095,e011095,1;3;7;12;22;24;26;27;21
e_e011100,e011100,11;6
e_e011125,e011125,1;22;24;26;27
e_e011128,e011128,22;7;27;28;21;5;11
e_e011130,e011130,1;21;4;6;7
e_e011132,e011132,1;2;22;9
e_e011150,e011150,2;1;22;10;26;5
e_e011151,e011151,1;25;28
e_e011167,e011167,22;26;6
e_e011186,e011186,2;4;6;9
e_e011187,e011187,1;22;26;3;4
e_e011208,e011208,1;4;3;6;7;22;26
e_e011215,e011215,1;3;21
e_e011218,e011218,1;21;22;24;26;3;12
e_e011239,e011239,1;22;24;26;4
e_e011246,e011246,1;2;3;4;6
e_e011247,e011247,1;22;26;6
e_e011252,e011252,6
e_e011254,e011254,13;21;1
e_e011360,e011360,1;2;6
e_e011377,e011377,1;2;22;26;4
e_e011379,e011379,22
e_e011389,e011389,8;22
e_e011393,e011393,6
e_e011396,e011396,1;26;22;2;4
e_e011399,e011399,6
e_e011405,e011405,1;2;22;26;9
e_e011406,e011406,4;6;1;2;22;24;26
e_e011407,e011407,1;2;22;24;4
e_e011408,e011408,10;11
e_e011413,e011413,10;2;21;22;24
e_e011417,e011417,22;26;5;6;7
e_e011421,e011421,22
e_e011422,e011422,22;24;25;5;6
e_e011429,e011429,22;8;5
e_e011430,e011430,22;24;3
e_e011431,e011431,2;22
e_e011432,e011432,2;1;3;26;22
e_e011433,e011433,6;22
e_e011435,e011435,1;10;23
e_e011438,e011438,1;22;5
e_e011446,e011446,6;8
e_e011462,e011462,1;22;26;4;7
e_e011466,e011466,2;6;24;22;26
e_e011473,e011473,2;25;5;7;9
e_e011482,e011482,22;1;6
e_e011483,e011483,1;22;6
e_e011486,e011486,11;6;9
e_e011488,e011488,1
e_e011489,e011489,28;4;5;22;1;24;26
e_e011490,e011490,6
e_e011498,e011498,1
e_e011505,e011505,22;26;5;9
e_e011538,e011538,24
e_e011552,e011552,23;1;3
e_e011567,e011567,1;2;21;26
e_e011570,e011570,1;2;22;24;4
e_e011572,e011572,1;22;4;6
e_e011574,e011574,11;6
e_e011575,e011575,21;22;23;4;5
e_e011576,e011576,1;3
e_e011580,e011580,2;3;12;24;13
e_e011581,e011581,1;4;6;7;9
e_e011582,e011582,1;4;5
e_e011583,e011583,24;26;13;1
e_e011588,e011588,5;4;1;24;5;2
e_e011592,e011592,12;21;22;7;8
e_e011596,e011596,2;21;22;5;6
e_e011627,e011627,13;2;27;4;6
e_e011630,e011630,2;6
e_e011631,e011631,4;22;24;26;1
e_e011632,e011632,2;22;4;6
e_e011637,e011637,1;12;13;21;3
e_e011641,e011641,25
e_e011643,e011643,25;22
e_e011715,e011715,10;2;21;22
e_e011737,e011737,1;22;3;6
e_e011742,e011742,2;22;23;26;4
e_e011752,e011752,21;22;3;4;6
e_e011756,e011756,11;22;26;4;9
e_e011758,e011758,2;22;21;4;26
e_e011779,e011779,1;2;21;27;6
e_e011783,e011783,1;22;4
e_e011787,e011787,2;6;9;12;1
e_e011803,e011803,2;27;28
e_e011858,e011858,1;27;7
e_e011866,e011866,12;21;22
e_e011868,e011868,11;22;5;7
e_e011869,e011869,1;10;2;5;7
e_e011873,e011873,1;22;26;3
e_e011885,e011885,10
e_e011903,e011903,25;21;22
e_e011941,e011941,1;22;26;27
e_e011956,e011956,1;3;4;6;7
e_e012026,e012026,22
e_e012047,e012047,12;2;22;4;6
e_e012049,e012049,1;11;22;3;4
e_e012063,e012063,1;4;6
e_e012070,e012070,3;21;27
e_e012074,e012074,2;21;22;24;26
e_e012107,e012107,21;1;4;6;3;27;24
e_e012132,e012132,1;3;6;12;11;22;21
e_e012137,e012137,1;22;3;6;9
e_e012144,e012144,1;4
e_e012180,e012180,22;3
e_e012192,e012192,2;22
e_e012194,e012194,1;21;22;26;27
e_e012221,e012221,1;2;22;4
e_e012232,e012232,22;4;7
e_e012240,e012240,1;2;22;7
e_e012242,e012242,1;2;21;22;27
e_e012246,e012246,2;4;12;26;22;21
e_e012264,e012264,1;11;2;22
e_e012268,e012268,1;10;2;5;6
e_e012305,e012305,1;3;6
e_e012344,e012344,1;22;25;4;7
e_e012346,e012346,1;22;26;4;6
e_e012349,e012349,1;28;3;4;6
e_e012357,e012357,6;22;21
e_e012389,e012389,1;22;21;24;26
e_e012429,e012429,8;22;26;25
e_e012487,e012487,1;21;22;3;4
e_e012488,e012488,1;22;4;6
e_e012514,e012514,1;11;12;3;4
e_e012554,e012554,1;11;2;21;4
e_e012583,e012583,12;22;3
e_e012622,e012622,22
e_e012636,e012636,1;26;6
e_e012682,e012682,27
e_e012694,e012694,2;22
e_e012748,e012748,2;5
e_e012760,e012760,5;6
e_e012761,e012761,11;2;22;3;6
e_e012805,e012805,2;26;22
e_e012976,e012976,22;26;24;1;4;6
e_e013029,e013029,26;7
e_e013030,e013030,22;4
e_e013055,e013055,6;4;22;4
e_e013062,e013062,2;6
e_e013063,e013063,2;22;6
e_e013094,e013094,4;1
e_e013131,e013131,2;4;5;6
f_f000038,f000038,10;28
f_f000041,f000041,2;21;26
f_f000458,f000458,2;21;23;27
f_f003663,f003663,2;22;5;7
f_f006366,f006366,2;24;4;5;9
f_f006622,f006622,11;8
g_g000018,g000018,4
g_g003294,g003294,12;23;26;3;9
g_g005600,g005600,4;9
g_g007343,g007343,1
g_g010556,g010556,22
h_h003275,h003275,10;2;24;5;6
e_e000003,e000003,5
e_e000340,e000340,10;11;2;6;9
e_e000515,e000515,1;11;3;4;6
e_e000571,e000571,22;23;24;26;4
e_e000601,e000601,22;8;5;27;27;27;5;5;22;22;8;8
e_e000654,e000654,2;21;27
e_e001062,e001062,21;4;7;8
e_e004690,e004690,27;28;5;8
e_e004785,e004785,2;5;8;22
e_e006945,e006945,13;24;6
e_e008914,e008914,1;28;5
f_f000007,f000007,21;22;5
f_f000012,f000012,12;22
f_f000014,f000014,3
f_f000015,f000015,28
f_f000019,f000019,1;4;13;6;24
f_f000021,f000021,28
f_f000022,f000022,21;1;12
f_f000023,f000023,28
f_f000026,f000026,1;25;8
f_f000028,f000028,24;28
f_f000029,f000029,22;3;7;8
f_f000031,f000031,21
f_f000032,f000032,10;2
f_f000034,f000034,1;3;4
f_f000039,f000039,2;22;3
f_f000044,f000044,22;4;5
f_f000264,f000264,22;8;21
f_f000265,f000265,3;9;22;11;22;24;21;2;1;5;10;26
f_f000268,f000268,24
f_f000269,f000269,3;6
f_f000272,f000272,26;22;21;4;27;28;24;23;7;5
f_f000273,f000273,22;24;3;8
f_f000274,f000274,22;4;1
f_f000275,f000275,1;10;2;23;4
f_f000278,f000278,1;3;4;6;9
f_f000279,f000279,21;12;22
f_f000280,f000280,12;22
f_f000281,f000281,1;3;4;7;8
f_f000282,f000282,1;12;23;28;4
f_f000293,f000293,1;22;3;4;7
f_f000296,f000296,12;21;3;4;6
f_f000297,f000297,2;3;4;6;8
f_f000298,f000298,2;22
f_f000301,f000301,4;1;23;24;7
f_f000304,f000304,22;25;5;8
f_f000311,f000311,1;2;22;23;24
f_f000317,f000317,12;22;24;3;4
f_f000318,f000318,22;24;26;27;3
f_f000319,f000319,10;8;1;2;3;12;24
f_f000320,f000320,21;24
f_f000323,f000323,3;4;2;22;6
f_f000324,f000324,11;2
f_f000326,f000326,21;23;10;5;26
f_f000328,f000328,12;13;22;3;6
f_f000332,f000332,10;21;23;28
f_f000333,f000333,21
f_f000334,f000334,11;3;5;6;9
f_f000336,f000336,4;1;5;9;23;27;11
f_f000337,f000337,21;22;26;3
f_f000340,f000340,12;2;24;3;4
f_f000341,f000341,11;2;25;3;6
f_f000342,f000342,2;4;12;22
f_f000344,f000344,22;27;8
f_f000348,f000348,10;11;2;22;9
f_f000352,f000352,21;22;26;6;8
f_f000354,f000354,3;22;24;6;12;13
f_f000355,f000355,25;2;4;6;22;23;26;21
f_f000356,f000356,2;3;11;22;24;21
f_f000357,f000357,1;2;4;6;23;26;3
f_f000362,f000362,10;21;3
f_f000366,f000366,2;22;23;26;3
f_f000368,f000368,2;21;24;4;6
f_f000369,f000369,22;8
f_f000370,f000370,1;3;5;7;9;11;12;23;27;28
f_f000371,f000371,23;4;7
f_f000373,f000373,8
f_f000374,f000374,5;1;2;26;22
f_f000376,f000376,10;22;23;26;9
f_f000379,f000379,10;21
f_f000380,f000380,22;23;26
f_f000381,f000381,4;3;1;11
f_f000383,f000383,21;3;6;7
f_f000387,f000387,10;22;26;4;8
f_f000390,f000390,21;22;24;27
f_f000392,f000392,1;22;28;3;4
f_f000393,f000393,24;3;8
f_f000394,f000394,11;2
f_f000398,f000398,1;22;26
f_f000399,f000399,5;10;4;11;21;22;24;28;26
f_f000400,f000400,8;22;21;27
f_f000405,f000405,22;4;7;9
f_f000407,f000407,10;28;24;21;12;3;1;2;22
f_f000409,f000409,12;22;3;4;9
f_f000411,f000411,10;11;21;22;26
f_f000412,f000412,1;2;22;26;3
f_f000413,f000413,11;4;26
f_f000416,f000416,4;3;22;26;27
f_f000417,f000417,23;22
f_f000419,f000419,1;22;23;4
f_f000422,f000422,2
f_f000423,f000423,21;23;4;5
f_f000424,f000424,3;2;4;5;6;8;9;10;11;12;13;21;22;1;23;24;26;27;28;7
f_f000426,f000426,1;22;25;4;7
f_f000428,f000428,2;6;11;22;23;24;26;27
f_f000430,f000430,2;3;4;9;12;22
f_f000431,f000431,1;22;26;27
f_f000432,f000432,2;21;23;27
f_f000434,f000434,9;26;22
f_f000435,f000435,2;3
f_f000440,f000440,2;22;8
f_f000441,f000441,11;22;3;5;6
f_f000442,f000442,1;2;3;4;5
f_f000444,f000444,21;22;27;3
f_f000445,f000445,21;22;23
f_f000446,f000446,21;22;8
f_f000447,f000447,21;22;26;3;5
f_f000448,f000448,3
f_f000452,f000452,1;2;3;4
f_f000453,f000453,10;13;2;27;5
f_f000456,f000456,1;22;3;4;9
f_f000459,f000459,1;21;22;24;8
f_f000460,f000460,3;28;5;9;6;2;1;12;11;21;24
f_f000463,f000463,21;28
f_f000464,f000464,10;12;22;23;4
f_f000467,f000467,2;22;23;27
f_f000472,f000472,1;11;21;22;24
f_f000474,f000474,2;6;21;22;23;24
f_f000476,f000476,21;22;26;24
f_f000479,f000479,22;28
f_f000481,f000481,2;5;6;8;9
f_f000486,f000486,22;23;27;3;6
f_f000488,f000488,27;21;24
f_f000495,f000495,4;26
f_f000497,f000497,1;21;22;23;3
f_f000499,f000499,22;25;27;28;5
f_f000502,f000502,21;22;23
f_f000503,f000503,1;11;2;4;6
f_f000504,f000504,22;26;3;9
f_f000505,f000505,22;3;6
f_f000507,f000507,22;3
f_f000509,f000509,21;28;3;4;5
f_f000515,f000515,1;21;27
f_f000517,f000517,11;4;5
f_f000519,f000519,2;5
f_f000523,f000523,3;21;26;6;4;1
f_f000526,f000526,11;2;6;9
f_f000529,f000529,4;22;21
f_f000531,f000531,2;3;4;13;22;27;26;24
f_f000540,f000540,12;22;26;3;9
f_f000545,f000545,11;22;27;3
f_f000557,f000557,3;27;24;11
f_f000560,f000560,24;27;27;21;21
f_f000565,f000565,2;3;4;6;7;9;10;11;12;21;22;24;23;26;27;28;5;1
f_f000566,f000566,3;5;11;24;27;26
f_f000567,f000567,27;8
f_f000570,f000570,21;22;23;26;6
f_f000573,f000573,22;5
f_f000575,f000575,1;21
f_f000576,f000576,2;27;3;4
f_f000578,f000578,12;2;24;26;6
f_f000581,f000581,2;24;5
f_f000582,f000582,1;7;6;12
f_f000583,f000583,2;3;5;5;7;22;27;26;21
f_f000587,f000587,21;4
f_f000592,f000592,1;28;4;5;9
f_f000593,f000593,2;22;6
f_f000595,f000595,1;10;3;9
f_f000599,f000599,22;5;7
f_f000600,f000600,22;24;26;4;6
f_f000601,f000601,3
f_f000603,f000603,22;23;24;5
f_f000604,f000604,22;1;3;12;6
f_f000605,f000605,3;6
f_f000606,f000606,23;5;22;10
f_f000608,f000608,1;10;4;6;9
f_f000610,f000610,12;22;26;6
f_f000612,f000612,11;2;27;3
f_f000613,f000613,2;22;24;4
f_f000614,f000614,1;21;22;6;8
f_f000616,f000616,2;27;3;6
f_f000618,f000618,23;27;26;2
f_f000621,f000621,21;22;26;24;12;1;7
f_f000622,f000622,11;12;22;3;9
f_f000623,f000623,1;23;3
f_f000624,f000624,8;2;9;22;26;21;28;27;24;5
f_f000625,f000625,22;24;26;1;6;21;23;3;2;9;12
f_f000626,f000626,24;10;22;28;4;5;26;1
f_f000633,f000633,1;22;24;26;7
f_f000634,f000634,21;22;24;27;6
f_f000635,f000635,25
f_f000642,f000642,5;10;9;25;8;27;23
f_f000643,f000643,1;22;26
f_f000645,f000645,22;24;26;4;7
f_f000646,f000646,1;11;12;3;9
f_f000654,f000654,11;3;4;6;9
f_f000658,f000658,10;21;22;3;4
f_f000659,f000659,10;8;5;22;23;26;28;2;9;11
f_f000662,f000662,22
f_f000663,f000663,27;28;3;8
f_f000667,f000667,12;22;23;27;9
f_f000668,f000668,21;22;24;27;9
f_f000675,f000675,22;23;26
f_f000677,f000677,10;2;22;26
f_f000679,f000679,1;22;6
f_f000680,f000680,21;22;24;26;5
f_f000684,f000684,10;22;3
f_f000685,f000685,2;21;22;26
f_f000686,f000686,5
f_f000692,f000692,1;4;3
f_f000693,f000693,1;21;22;28;6
f_f000695,f000695,21;22;24;26;27;10;4;1;12
f_f000696,f000696,6
f_f000697,f000697,21;22;24;25;26
f_f000699,f000699,12;21;22;28;3
f_f000701,f000701,2;21;22;4;6
f_f000703,f000703,21;22;23
f_f000704,f000704,22;26;27;3;8
f_f000705,f000705,1;22;26
f_f000707,f000707,6;4;12;23
f_f000708,f000708,21;22;23;24;26
f_f000709,f000709,5;4;26;27;21
f_f000711,f000711,21;22;26;27;3
f_f000713,f000713,22;24;26;4
f_f000717,f000717,12;21;3;4;6
f_f000720,f000720,5;6;22
f_f000721,f000721,5
f_f000723,f000723,4;28;24;22;1
f_f000724,f000724,22;26
f_f000726,f000726,21;27;28;3;9
f_f000728,f000728,1;21;23;4;7
f_f000731,f000731,23;27;5;6;7
f_f000733,f000733,22
f_f000734,f000734,11;2;3;6;9
f_f000735,f000735,3;1;4;26;22;1;7;1
f_f000736,f000736,21;22;23;3;6
f_f000738,f000738,1;12;22;26
f_f000739,f000739,10;22;23;26;4
f_f000741,f000741,1;11;4;6;9
f_f000744,f000744,22;3;9
f_f000746,f000746,9;22;26
f_f000747,f000747,26;3;4;5;8
f_f000748,f000748,22;3;4;5;8
f_f000749,f000749,2;21;24
f_f000751,f000751,1;12;2;3;5
f_f000754,f000754,1;11;2;4;6
f_f000755,f000755,1;2;3;4;6;9;12;22;26;28;27;24;21;11;5
f_f000757,f000757,1;2;3;4;6;5;9;11;12;21;22;24;26;27;28
f_f000760,f000760,22;8
f_f000761,f000761,12;2;22;3;4
f_f000762,f000762,1;2;4;5;6
f_f000764,f000764,28;27;26;25;24;23;22;21;13;12;1;2;4;5;6;9;11;10
f_f000769,f000769,1;13;2;3;7
f_f000770,f000770,1;2;22;26;27
f_f000773,f000773,25;9
f_f000776,f000776,2;22;26;3;6
f_f000778,f000778,26;3
f_f000779,f000779,3;6
f_f000783,f000783,2;22;26;4;6
f_f000785,f000785,12;13;21;23;3
f_f000787,f000787,21;23;10;5
f_f000788,f000788,13;26;28;9
f_f000789,f000789,1;2;3;6;9
f_f000792,f000792,2;3;4;6;8
f_f000793,f000793,24;11;4;23
f_f000797,f000797,1;10;2;22;4
f_f000798,f000798,13;22;28;3;9
f_f000799,f000799,1;11;3;4;5
f_f000801,f000801,4;1;2;26;22;21
f_f000802,f000802,23;2;6;3;3
f_f000805,f000805,22;4;21;24
f_f000806,f000806,2;22;23
f_f000807,f000807,22;23;4;7
f_f000809,f000809,1;7;10;28;26;24;22;21;1;1;9;6;4;1;2
f_f000813,f000813,2;28;3
f_f000815,f000815,1;23;4;7;9
f_f000816,f000816,1;2;22;4;7
f_f000817,f000817,21;23;24;26;28
f_f000818,f000818,5;28
f_f000820,f000820,1;2;3;5;8
f_f000822,f000822,22;24;3;4;6
f_f000825,f000825,3;5;9;22;24;26;21;1;2;4;6;7;8;10;11;13;12;23;25;27;28
f_f000826,f000826,1;2;22;4
f_f000827,f000827,3;2;3;4;5;6;7;8;9;11;10;12;13;21;22;23;24;25;26;27;28
f_f000828,f000828,21;22;26;3;8
f_f000832,f000832,21;22;28;5;9
f_f000834,f000834,1;2;3;4;6;9;11;13;22
f_f000839,f000839,22;6
f_f000842,f000842,2;22;24;26
f_f000843,f000843,27;3
f_f000845,f000845,1;21;22;23
f_f000848,f000848,11;2;26;4;6
f_f000849,f000849,22
f_f000851,f000851,1;12;22;4;9
f_f000855,f000855,22;23
f_f000859,f000859,22;21
f_f000864,f000864,1;2;22;23;24
f_f000867,f000867,26;28;3;4;6
f_f000873,f000873,22;3;4;6
f_f000874,f000874,8;22;26;12;21
f_f000875,f000875,12;21;22;23;4
f_f000876,f000876,27
f_f000877,f000877,4
f_f000880,f000880,1;11;2;3;5
f_f000881,f000881,22;21;1;22
f_f000885,f000885,1;4;23;22;24;25;26
f_f000887,f000887,1;22;4;6;9
f_f000888,f000888,1;1;6;2;2;21;21
f_f000890,f000890,10;4;6;9
f_f000893,f000893,1;12;21;22;23
f_f000894,f000894,1;26;4;6
f_f000896,f000896,1;22;23;26;8
f_f000897,f000897,1;3
f_f000900,f000900,21;13
f_f000903,f000903,2;3;11;21;22;26
f_f000904,f000904,25;27
f_f000905,f000905,1;4
f_f000908,f000908,9;3;6;7;26;24;22
f_f000912,f000912,11;13;2;23;6
f_f000913,f000913,1;2;22;3;4
f_f000914,f000914,3;6;9
f_f000916,f000916,9;6
f_f000918,f000918,21;22;24;26;27
f_f000926,f000926,22;5;8
f_f000927,f000927,23
f_f000928,f000928,3;12;6;2;22;24
f_f000931,f000931,26;3;4;9
f_f000932,f000932,5
f_f000933,f000933,1;21;22;24;5
f_f000936,f000936,21;22;24;26;9
f_f000942,f000942,6;22;21;23;24;11
f_f000943,f000943,13;3;22;6;2;1;12
f_f000944,f000944,1;22;23;26;4
f_f000945,f000945,10;21;22;3;4
f_f000947,f000947,1;10;2;4;7
f_f000951,f000951,1;22;24;26;27
f_f000953,f000953,22;24
f_f000954,f000954,1;22;26;7;9
f_f000956,f000956,2;6;1
f_f000958,f000958,2;5
f_f000960,f000960,21;28
f_f000963,f000963,23;9;1;11;24;21
f_f000970,f000970,2;6;22;26;3;24;23
f_f000971,f000971,3;5;8;4;11;22;21
f_f000972,f000972,1;23;13;21;12;22
f_f000974,f000974,1;10;2;21;22
f_f000975,f000975,1;13;22
f_f000976,f000976,26;27;4
f_f000977,f000977,11;2;4;5;7
f_f000981,f000981,4
f_f000994,f000994,24;26;28;6;7
f_f000995,f000995,1;2;3
f_f000997,f000997,2;3;4;1;5
f_f000998,f000998,12;22;24
f_f001000,f001000,3
f_f001004,f001004,6;3;4;5;11;24;22;26;26;27;7;1;3;21;28
f_f001011,f001011,21;27;28;8
f_f001012,f001012,3;13
f_f001013,f001013,8;9;22;24;26;21;27;3;6
f_f001014,f001014,22;23;24;26
f_f001015,f001015,1;22;24;26;27
f_f001019,f001019,2;6
f_f001020,f001020,21;22;25;27;8
f_f001024,f001024,12;13;21;22;23
f_f001027,f001027,12;21;27;28
f_f001028,f001028,5;23;26
f_f001031,f001031,1;4;24;6;9;22
f_f001033,f001033,2;22;24;3;6
f_f001037,f001037,1;10;22;3;5
f_f001038,f001038,2;8;22;24
f_f001043,f001043,1;22
f_f001045,f001045,21;22;26;27;3
f_f001047,f001047,5;21;24;27
f_f001048,f001048,24;22;4;3;2;1;6
f_f001050,f001050,21;22;26;6
f_f001051,f001051,12;22;23;3;5
f_f001058,f001058,1;2;3
f_f001061,f001061,11;2;22;3;9
f_f001062,f001062,1;26;6;8;9
f_f001070,f001070,24;6;5;12;22
f_f001071,f001071,2;6;9;21;11;22
f_f001072,f001072,11;12;21;3
f_f001073,f001073,22;24
f_f001075,f001075,11;22;23;24;26
f_f001077,f001077,24;4;6
f_f001078,f001078,9;22;27
f_f001082,f001082,2;5;21;22;24;26;28;4
f_f001083,f001083,22;23;24;26;4
f_f001093,f001093,2;22;25;3
f_f001097,f001097,22;23;25;26;28
f_f001098,f001098,21;22;23
f_f001099,f001099,1;12;21;22;3
f_f001100,f001100,2;21
f_f001101,f001101,12;2;22;3;4
f_f001104,f001104,5;4;12;26;22;24;21;2
f_f001108,f001108,22;5
f_f001109,f001109,13;22;27;28;3
f_f001110,f001110,9;25;26;3
f_f001114,f001114,9;21
f_f001120,f001120,25
f_f001125,f001125,22;24;26
f_f001129,f001129,24;3;4
